,address,asked_price,coordinate,final_price,pourcentage_difference,land_area,area,commune,price_per_area,rooms,sale_date,supplemental_area
35.5,Prylvägen 12,9495000.0,"[59.2972032533, 17.9967475274]",10500000,11.0,694.0,101.0,"Telefonplan, Stockholms kommun",103960.0,5.0,Såld 2022-04-26,48.0
36.5,Duvvägen 6,6475000.0,"[59.2662277, 17.95601]",7400000,14.0,868.0,72.0,"Segeltorp, Huddinge kommun",102778.0,5.0,Såld 2022-04-26,72.0
37.5,Hackspettsvägen 17,18900000.0,"[59.3195343, 17.9494362]",20000000,6.0,773.0,176.0,"Bromma Ålsten, Stockholms kommun",113636.0,9.0,Såld 2022-04-26,53.0
38.5,Sparreholmsvägen 4,7795000.0,"[59.2832031, 18.03568]",8800000,13.0,966.0,100.0,"Älvsjö - Örby Slott, Stockholms kommun",88000.0,6.0,Såld 2022-04-26,100.0
39.5,Kulstötarvägen 29,7750000.0,"[59.269605065294044, 18.0912976845995]",8700000,12.0,526.0,83.0,"Enskede - Tallkrogen, Stockholms kommun",104819.0,7.0,Såld 2022-04-26,79.0
40.5,Sagostigen 6,16500000.0,"[59.3265762, 17.9687481]",21000000,27.0,824.0,162.0,"Bromma Äppelviken-Ålsten, Stockholms kommun",129630.0,7.0,Såld 2022-04-25,127.0
41.5,Lönnvägen 9,9895000.0,"[59.25072, 18.1820831]",11100000,12.0,962.0,175.0,"Älta, Nacka kommun",63429.0,7.0,Såld 2022-04-25,0.0
42.5,Nibblenäsvägen 12,4995000.0,"[59.3715744, 17.7694225]",5250000,5.0,3096.0,112.0,"Färingsö, Svartsjö, Ekerö kommun",46875.0,5.0,Såld 2022-04-24,0.0
43.5,Furuvägen 3,10000000.0,"[59.37456013585417, 17.876430221718604]",10500000,5.0,658.0,194.0,"Vällingby Nälsta, Stockholms kommun",54124.0,10.0,Såld 2022-04-23,112.0
44.5,Viadukten 8,8450000.0,"[59.3795128, 17.8105717]",9000000,7.0,662.0,215.0,"Hässelby Södra Villastad, Stockholms kommun",41860.0,7.0,Såld 2022-04-23,36.0
45.5,Österby 5,8475000.0,"[59.3712269486, 17.7706647318]",10525000,24.0,4417.0,120.0,"Färingsö, Ekerö kommun",87708.0,4.0,Såld 2022-04-22,0.0
46.5,Hemsövägen 9,8450000.0,"[59.3347321, 17.9241543]",8700000,3.0,557.0,71.0,"Bromma Nockebyhov, Stockholms kommun",122535.0,3.0,Såld 2022-04-21,37.0
47.5,Gullvivegränd 36,5475000.0,"[59.3852768, 17.8145237]",5650000,3.0,788.0,121.0,"Hässelby - Norra Villastad, Stockholms kommun",46694.0,4.0,Såld 2022-04-21,19.0
48.5,Herrhagsvägen 91,7000000.0,"[59.268858236225356, 18.077617929061613]",7000000,0.0,506.0,65.0,"Enskede, Stockholms kommun",107692.0,4.0,Såld 2022-04-20,65.0
49.5,Vävarevägen 8B,6495000.0,"[59.2813061380361, 17.9339212435709]",7520000,16.0,746.0,160.0,"Segeltorp, Huddinge kommun",47000.0,6.0,Såld 2022-04-20,0.0
0.6,Selångergränd 4,6600000.0,"[59.360054, 17.8881168]",6600000,0.0,526.0,68.0,"Vällingby - Råcksta, Stockholms kommun",97059.0,6.0,Såld 2022-04-19,67.0
1.6,Brunkullegränd 24,6995000.0,"[59.3824806525718, 17.8430118899805]",7050000,1.0,702.0,142.0,"Kälvesta, Stockholms kommun",49648.0,7.0,Såld 2022-04-19,56.0
2.6,Vikavägen 15,28500000.0,"[59.32079, 17.9391327]",28300000,1.0,646.0,239.0,"Bromma - Höglandet, Stockholms kommun",118410.0,8.0,Såld 2022-04-17,20.0
3.6,Presidentvägen 21,13995000.0,"[59.2764959465, 18.1152958858]",14200000,1.0,686.0,161.0,"Enskededalen, Stockholms kommun",88199.0,7.0,Såld 2022-04-14,17.0
4.6,Täbylundsvägen 74,6495000.0,"[59.3713455, 17.8971138]",7200000,11.0,1247.0,103.0,"Spånga Flysta, Stockholms kommun",69903.0,4.0,Såld 2022-04-14,57.0
5.6,Dybecksvägen 61,9500000.0,"[59.344856300000004, 17.9053249]",10200000,7.0,465.0,66.0,"Norra Ängby, Stockholms kommun",154545.0,6.0,Såld 2022-04-14,86.0
6.6,Ljungvägen 7B,7600000.0,"[59.41108, 17.9541454]",7680000,1.0,1527.0,153.0,"Helenelund, Sollentuna kommun",50196.0,6.0,Såld 2022-04-14,26.0
7.6,Träningsvägen 16,8495000.0,"[59.26904759371757, 18.086617881533098]",9800000,15.0,365.0,53.0,"Tallkrogen, Stockholms kommun",184906.0,4.0,Såld 2022-04-14,58.0
8.6,Sorundagatan 10,5500000.0,"[59.277502712, 18.0722017304]",6650000,21.0,359.0,48.0,"Svedmyra, Stockholms kommun",138542.0,4.0,Såld 2022-04-13,50.0
9.6,Gårdsvägen 20A,9595000.0,"[59.27493099887146, 17.933068721237703]",11000000,15.0,13811.0,197.0,"Segeltorp, Huddinge kommun",55838.0,6.0,Såld 2022-04-13,37.0
10.6,Inspektorsbacken 32,6495000.0,"[59.3740921, 17.876749]",7960000,23.0,989.0,138.0,"Vällingby - Nälsta, Stockholms kommun",57681.0,5.0,Såld 2022-04-13,63.0
11.6,Bergslagsvägen 164,10600000.0,"[59.3423424, 17.9102745]",10600000,0.0,487.0,103.0,"Bromma - Norra Ängby, Stockholms kommun",102913.0,7.0,Såld 2022-04-13,53.0
12.6,Vassvägen 8A,6195000.0,"[59.262207, 17.9748421]",6800000,10.0,818.0,117.0,"Snättringe, Huddinge kommun",58120.0,5.0,Såld 2022-04-13,0.0
13.6,Julitavägen 6,9250000.0,"[59.28458, 18.0349617]",9000000,3.0,830.0,126.0,"Örby Slott - Älvsjö, Stockholms kommun",71429.0,5.0,Såld 2022-04-13,56.0
14.6,Frivägen 5,8795000.0,"[59.23085743038048, 18.071866480679667]",9300000,6.0,1930.0,146.0,"Mellansjö, Huddinge kommun",63699.0,5.0,Såld 2022-04-13,38.0
15.6,Ehrenstrahlsvägen 34,17750000.0,"[59.3417075235, 17.8982209575]",17750000,0.0,670.0,162.0,"Södra Ängby, Stockholms kommun",109568.0,7.0,Såld 2022-04-12,55.0
16.6,Ankarstocksvägen 9,8550000.0,"[59.3671559183, 17.9295299464]",8550000,0.0,487.0,70.0,"Bällsta, Stockholms kommun",122143.0,5.0,Såld 2022-04-12,68.0
17.6,Skällnoravägen 3,16000000.0,"[59.3336102557, 17.9218029737]",16000000,0.0,586.0,114.0,"Nockebyhov, Stockholms kommun",140351.0,6.0,Såld 2022-04-12,70.0
18.6,Grenvägen 3,11500000.0,"[59.3360211337, 17.967792885]",11500000,0.0,400.0,119.0,"Ulvsunda, Stockholms kommun",96639.0,6.0,Såld 2022-04-12,45.0
19.6,Karin Boyes gata 15,6495000.0,"[59.28121, 17.9579372]",7000000,8.0,213.0,79.0,"Fruängen, Stockholms kommun",88608.0,4.0,Såld 2022-04-12,19.0
20.6,Orrspelsvägen 86,12900000.0,"[59.32797, 17.946207]",12600000,2.0,592.0,96.0,"Bromma Ålsten, Stockholms kommun",131250.0,5.0,Såld 2022-04-12,61.0
21.6,Sundbyvägen 25,7850000.0,"[59.365784845535416, 17.90757211733896]",8700000,11.0,950.0,106.0,"Spånga Sundby, Stockholms kommun",82075.0,7.0,Såld 2022-04-11,165.0
22.6,Järpstigen 7,19000000.0,"[59.3216506798, 17.9441232463]",19000000,0.0,573.0,206.0,"Ålsten, Stockholms kommun",92233.0,7.0,Såld 2022-04-10,95.0
23.6,Bardabacken 17,26000000.0,"[59.32154, 17.9376678]",26000000,0.0,874.0,229.0,"Höglandet, Stockholms kommun",113537.0,,Såld 2022-04-09,149.0
24.6,Martebogatan 30,12000000.0,"[59.3552743899, 17.9031331698]",12000000,0.0,314.0,174.0,"Beckomberga, Stockholms kommun",68966.0,6.0,Såld 2022-04-08,0.0
25.6,Lingvägen 70,6500000.0,"[59.26636, 18.0829659]",7525000,16.0,400.0,92.0,"Tallkrogen, Stockholms kommun",81793.0,5.0,Såld 2022-04-08,82.0
26.6,Svedmyrastigen 11,9400000.0,"[59.27821, 18.0741234]",9400000,0.0,500.0,71.0,"Svedmyra, Stockholms kommun",132394.0,6.0,Såld 2022-04-08,70.0
27.6,Tryffelgränd 2,15950000.0,"[59.27807431904336, 18.08901233615102]",18600000,17.0,658.0,145.0,"Gamla Enskede, Stockholms kommun",128276.0,7.0,Såld 2022-04-08,86.0
28.6,Högliden 11,13950000.0,"[59.2689323, 18.1752739]",14750000,6.0,961.0,212.0,"Älta - Kolarängen, Nacka kommun",69575.0,8.0,Såld 2022-04-08,0.0
29.6,Gärdesvägen 3,7195000.0,"[59.22470244584141, 18.19868490526507]",7850000,9.0,890.0,113.0,"Trollbäcken, Tyresö kommun",69469.0,,Såld 2022-04-08,86.0
30.6,Inspektorsbacken 45,8175000.0,"[59.37394153966514, 17.877506458190172]",9225000,13.0,760.0,145.0,"Vällingby Nälsta, Stockholms kommun",63621.0,7.0,Såld 2022-04-08,67.0
31.6,Norra Bondevägen 33,8575000.0,"[59.23906423665774, 18.133195864712743]",8575000,0.0,1034.0,168.0,"Stortorp, Huddinge kommun",51042.0,9.0,Såld 2022-04-08,92.0
32.6,Stamvägen 11,5850000.0,"[59.224617, 18.1960678]",6300000,8.0,1262.0,127.0,"Fornudden-Persudde, Tyresö kommun",49606.0,,Såld 2022-04-08,82.0
33.6,Trevna gränd 7,8450000.0,"[59.2715034, 18.1142921]",9500000,12.0,521.0,74.0,"Enskede - Pungpinan, Stockholms kommun",128378.0,5.0,Såld 2022-04-08,42.0
34.6,Printz väg 43,6650000.0,"[59.238472, 18.12978]",6650000,0.0,950.0,109.0,"Stortorp, Huddinge kommun",61009.0,4.0,Såld 2022-04-08,52.0
35.6,Majvägen 4,22975000.0,"[59.330158464814936, 17.976230133609743]",21200000,8.0,918.0,1766.0,"Äppelviken, Stockholms kommun",120045.0,10.0,Såld 2022-04-08,845.0
36.6,Vivelvägen 17,8500000.0,"[59.2755993564119, 17.993288371270193]",9525000,12.0,1109.0,107.0,"Älvsjö, Stockholms kommun",89019.0,5.0,Såld 2022-04-08,127.0
37.6,Beckombergavägen 140,11200000.0,"[59.3482424347, 17.9053794531]",11200000,0.0,493.0,85.0,"Norra Ängby, Stockholms kommun",131765.0,4.0,Såld 2022-04-07,45.0
38.6,Branta backen 18,7950000.0,"[59.23826, 18.12557]",8650000,9.0,764.0,151.0,"Trångsund - Stortorp, Huddinge kommun",57285.0,5.0,Såld 2022-04-07,29.0
39.6,Borevägen 16,7695000.0,"[59.246023757589924, 18.211822402324103]",8580000,12.0,918.0,163.0,"Lindalen, Tyresö kommun",52638.0,6.0,Såld 2022-04-07,0.0
40.6,Rottnevägen 11,7500000.0,"[59.27586, 18.1459026]",9575000,28.0,248.0,85.0,"Bagarmossen, Stockholms kommun",112647.0,6.0,Såld 2022-04-07,51.0
41.6,Nidarosslingan 44,6800000.0,"[59.3970947, 17.83758]",6800000,0.0,243.0,119.0,"Skälby, Järfälla kommun",57143.0,5.0,Såld 2022-04-07,0.0
42.6,Rensgatan 1,14750000.0,"[59.36754, 17.96932]",17800000,21.0,799.0,236.0,"Tulemarken, Sundbybergs kommun",75424.0,8.0,Såld 2022-04-07,59.0
43.6,Vitklövervägen 4A,8975000.0,"[59.36778402531101, 17.89125837335357]",11350000,26.0,525.0,174.0,"Spånga Nälsta, Stockholms kommun",65230.0,6.0,Såld 2022-04-07,0.0
44.6,Fru Marias väg 10,7800000.0,"[59.281516787156384, 17.98933724717765]",7960000,2.0,719.0,68.0,"Älvsjö - Långbro, Stockholms kommun",117059.0,5.0,Såld 2022-04-07,68.0
45.6,Stortorpsvägen 74B,10500000.0,"[59.238384822845234, 18.140496607153658]",13650000,30.0,13218.0,191.0,"Stortorp, Huddinge kommun",71466.0,5.0,Såld 2022-04-07,17.0
46.6,Tallskogsgränd 3,8425000.0,"[59.3854273198, 17.8080812724]",8200000,3.0,746.0,180.0,"Hässelby Norra Villastad, Stockholms kommun",45556.0,6.0,Såld 2022-04-06,30.0
47.6,Hildebrandsvägen 38,11000000.0,"[59.3464508267, 17.9093596859]",11000000,0.0,562.0,101.0,"Norra Ängby, Stockholms kommun",108911.0,5.0,Såld 2022-04-06,50.0
48.6,Flygarvägen 48,9900000.0,"[59.3994942, 17.8689175]",11000000,11.0,1206.0,200.0,"Barkarby, Järfälla kommun",55000.0,7.0,Såld 2022-04-06,118.0
49.6,Edelundavägen 48,6195000.0,"[59.37467, 17.825119]",7125000,15.0,700.0,139.0,"Hässelby Södra Villastad, Stockholms kommun",51259.0,5.0,Såld 2022-04-06,0.0
0.7,Torögatan 71,8495000.0,"[59.272655885984065, 18.074426661477535]",10600000,25.0,498.0,83.0,"Tallkrogen, Stockholms kommun",127711.0,5.0,Såld 2022-04-06,68.0
1.7,Svartlösavägen 42,11950000.0,"[59.28524, 17.9853477]",14650000,23.0,986.0,164.0,"Älvsjö Långbro, Stockholms kommun",89329.0,5.0,Såld 2022-04-06,43.0
2.7,Passvägen 8,7395000.0,"[59.237036371274954, 18.128475916790315]",8400000,14.0,8614.0,193.0,"Stortorp, Huddinge kommun",43523.0,10.0,Såld 2022-04-06,76.0
3.7,Väpnarevägen 32B,6995000.0,"[59.2773247, 17.926445]",7950000,14.0,868.0,128.0,"Segeltorp, Huddinge kommun",62109.0,6.0,Såld 2022-04-06,41.0
4.7,Stackvägen 38C,9300000.0,"[59.42372595567152, 17.932400178386843]",8800000,5.0,8012.0,150.0,"Töjnan, Sollentuna kommun",58667.0,6.0,Såld 2022-04-06,30.0
5.7,Sigridsvägen 5,4495000.0,"[59.25597, 18.00807]",6660000,48.0,1401.0,160.0,"Stuvsta, Huddinge kommun",41625.0,8.0,Såld 2022-04-06,83.0
6.7,Svartlösavägen 28,9800000.0,"[59.28682716621784, 17.984931146093636]",9800000,0.0,549.0,79.0,"Älvsjö, Stockholms kommun",124051.0,5.0,Såld 2022-04-06,58.0
7.7,Essingeringen 41,15000000.0,"[59.322759306594726, 17.995086357219776]",15400000,3.0,683.0,221.0,"Kungsholmen - Stora Essingen, Stockholms kommun",69683.0,6.0,Såld 2022-04-06,33.0
8.7,Vinstavägen 7,8500000.0,"[59.3802103243, 17.8831397599]",8750000,3.0,1106.0,102.0,"Spånga - Solhem, Stockholms kommun",85784.0,5.0,Såld 2022-04-05,100.0
9.7,Kråkbärsgränd 9,5495000.0,"[59.38572, 17.801836]",5750000,5.0,762.0,134.0,"Hässelby Norra Villastad, Stockholms kommun",42910.0,4.0,Såld 2022-04-05,0.0
10.7,Kulstötarvägen 22,7395000.0,"[59.2701212784, 18.0898061942]",9000000,22.0,338.0,48.0,"Tallkrogen, Stockholms kommun",187500.0,4.0,Såld 2022-04-05,48.0
11.7,Branta backen 26,7125000.0,"[59.238734539717115, 18.12602343008625]",8750000,23.0,910.0,165.0,"Stortorp, Huddinge kommun",53030.0,6.0,Såld 2022-04-05,61.0
12.7,Polhemsvägen 18B,10600000.0,"[59.42181, 17.94194]",11500000,8.0,824.0,159.0,"Töjnan, Sollentuna kommun",72327.0,7.0,Såld 2022-04-05,68.0
13.7,Grönskevägen 10,7995000.0,"[59.3749069790465, 17.8963047780178]",9425000,18.0,806.0,141.0,"Spånga - Solhem, Stockholms kommun",66844.0,5.0,Såld 2022-04-05,45.0
14.7,Fornminnesvägen 6A,7495000.0,"[59.28033, 17.92919]",8500000,13.0,1171.0,140.0,"Segeltorp, Huddinge kommun",60714.0,6.0,Såld 2022-04-04,41.0
15.7,Savolaksvägen 10,8500000.0,"[59.2845871407979, 18.0586799007951]",9800000,15.0,508.0,87.0,"Enskedefältet, Stockholms kommun",112644.0,4.0,Såld 2022-04-04,50.0
16.7,Vildandsvägen 19,6495000.0,"[59.248043, 18.055698]",7000000,8.0,486.0,95.0,"Farsta/Fagersjö, Stockholms kommun",73684.0,6.0,Såld 2022-04-02,95.0
17.7,Öbackavägen 7,8975000.0,"[59.332682703978655, 17.919768972379952]",11875000,32.0,518.0,87.0,"Nockebyhov, Stockholms kommun",136494.0,3.0,Såld 2022-04-01,43.0
18.7,Berghällsvägen 5,4600000.0,"[59.2353, 18.0672626]",4830000,5.0,1514.0,63.0,"Ågesta, Huddinge kommun",76667.0,3.0,Såld 2022-04-01,63.0
19.7,Sjöhagsvägen 21,8395000.0,"[59.2273979, 18.1907616]",8700000,4.0,1570.0,155.0,"Fornudden, Tyresö kommun",56129.0,7.0,Såld 2022-04-01,29.0
20.7,Rönnbärsvägen 1,9495000.0,"[59.2542152, 18.1820965]",11700000,23.0,748.0,204.0,"Älta-Hedvigslund, Nacka kommun",57353.0,6.0,Såld 2022-04-01,0.0
21.7,Aroseniusvägen 42,13000000.0,"[59.34242283497429, 17.889764196961416]",13000000,0.0,673.0,154.0,"Södra Ängby, Stockholms kommun",84416.0,6.0,Såld 2022-04-01,28.0
22.7,Fagerstrand 57,8995000.0,"[59.3752327, 17.801]",11575000,29.0,646.0,141.0,"Hässelby Södra Villastad, Stockholms kommun",82092.0,9.0,Såld 2022-04-01,137.0
23.7,Mjölnarstigen 17,7750000.0,"[59.38434642497856, 17.906289576031458]",8650000,12.0,766.0,150.0,"Spånga Bromsten, Stockholms kommun",57667.0,7.0,Såld 2022-04-01,69.0
24.7,Slättgårdsvägen 46,14000000.0,"[59.295470799553044, 17.95480649765988]",14000000,0.0,1100.0,144.0,"Mälarhöjden, Stockholms kommun",97222.0,7.0,Såld 2022-04-01,50.0
25.7,Mellangårdsvägen 15,6500000.0,"[59.38091517862708, 17.874983996478488]",6920000,6.0,729.0,105.0,"Spånga Solhem, Stockholms kommun",65905.0,6.0,Såld 2022-04-01,105.0
26.7,Skälbyvägen 8,5890000.0,"[59.4022430893, 17.862859334]",6900000,17.0,1076.0,90.0,"Barkarby, Järfälla kommun",76667.0,6.0,Såld 2022-03-31,86.0
27.7,Högmora ringväg 24,5495000.0,"[59.2363999684, 18.0475192597]",6200000,13.0,1501.0,64.0,"Högmora, Huddinge kommun",96875.0,5.0,Såld 2022-03-31,35.0
28.7,Rostvingevägen 8,7995000.0,"[59.24708, 18.0268059]",8490000,6.0,877.0,145.0,"Myrängen, Huddinge kommun",58552.0,5.0,Såld 2022-03-31,10.0
29.7,Häradsvägen 12,8500000.0,"[59.25438948552662, 17.991135660503062]",10750000,26.0,1006.0,128.0,"Stuvsta, Huddinge kommun",83984.0,8.0,Såld 2022-03-31,80.0
30.7,Vandrarstigen 17,8500000.0,"[59.3728256, 17.9166489]",8400000,1.0,1260.0,116.0,"Spånga - Sundby, Stockholms kommun",72414.0,5.0,Såld 2022-03-31,66.0
31.7,Månskensvägen 8A,8475000.0,"[59.37524449659057, 17.89952521164355]",8625000,2.0,681.0,194.0,"Spånga Solhem, Stockholms kommun",44459.0,7.0,Såld 2022-03-31,54.0
32.7,Kontoristvägen 23,7495000.0,"[59.2530136, 18.0764313]",8650000,15.0,500.0,96.0,"Hökarängen, Stockholms kommun",90104.0,7.0,Såld 2022-03-31,65.0
33.7,Furuvägen 5B,9995000.0,"[59.2235451, 18.179]",10650000,7.0,1139.0,183.0,"Fornudden, Tyresö kommun",58197.0,7.0,Såld 2022-03-31,47.0
34.7,Björkhagsvägen 32B,8995000.0,"[59.3699971941, 17.9527487478]",10350000,15.0,619.0,119.0,"Duvbo, Sundbybergs kommun",86975.0,5.0,Såld 2022-03-31,0.0
35.7,Sankt Mickelsgatan 171,12750000.0,"[59.29176, 17.9562721]",14000000,10.0,853.0,206.0,"Mälarhöjden - Hägersten, Stockholms kommun",67961.0,6.0,Såld 2022-03-31,86.0
36.7,Kryddkrämarbacken 26,8595000.0,"[59.2924460077, 17.9495030808]",12050000,40.0,547.0,126.0,"Mälarhöjden, Stockholms kommun",95635.0,6.0,Såld 2022-03-31,32.0
37.7,Egilsvägen 34,9950000.0,"[59.342514, 17.91428]",11200000,13.0,488.0,88.0,"Norra Ängby, Stockholms kommun",127273.0,7.0,Såld 2022-03-31,60.0
38.7,Loviselundsvägen 132,8750000.0,"[59.3735237, 17.8230019]",8750000,0.0,920.0,150.0,"Hässelby Södra Villastad, Stockholms kommun",58333.0,5.0,Såld 2022-03-31,36.0
39.7,Victor Balcks väg 167,6795000.0,"[59.26707071252829, 18.091682261971446]",7850000,16.0,464.0,72.0,"Tallkrogen, Stockholms kommun",109028.0,5.0,Såld 2022-03-31,54.0
40.7,Täbylundsvägen 86,6975000.0,"[59.3720866376, 17.8976797208]",7500000,8.0,774.0,223.0,"Spånga - Flysta, Stockholms kommun",33632.0,8.0,Såld 2022-03-30,22.0
41.7,Järnavägen 35,7700000.0,"[59.2710410809, 18.0372001987]",8430000,9.0,644.0,172.0,"Örby, Stockholms kommun",49012.0,6.0,Såld 2022-03-30,24.0
42.7,Mellangårdsvägen 12,8500000.0,"[59.4191839867, 17.9454703913]",8575000,1.0,767.0,126.0,"Fågelsången, Sollentuna kommun",68056.0,5.0,Såld 2022-03-30,0.0
43.7,Tätörtsgränd 26,6895000.0,"[59.38324, 17.80101]",7300000,6.0,470.0,156.0,"Hässelby - Norra Villastad, Stockholms kommun",46795.0,5.0,Såld 2022-03-30,9.0
44.7,Sofiebergsvägen 13,9395000.0,"[59.24967, 18.02025]",9800000,4.0,1101.0,200.0,"Stuvsta, Huddinge kommun",49000.0,8.0,Såld 2022-03-30,104.0
45.7,Inspektorsbacken 22,8875000.0,"[59.374884011196734, 17.87730813305595]",9800000,10.0,1058.0,125.0,"Vällingby Nälsta, Stockholms kommun",78400.0,5.0,Såld 2022-03-30,125.0
46.7,Plantskolevägen 5,17000000.0,"[59.284730007770925, 18.0776606631579]",19700000,16.0,421.0,147.0,"Gamla Enskede, Stockholms kommun",134014.0,7.0,Såld 2022-03-30,73.0
47.7,Hjärtervägen 22,7995000.0,"[59.2382013638, 18.1281266801]",10300000,29.0,1606.0,256.0,"Trångsund, Huddinge kommun",40234.0,8.0,Såld 2022-03-30,52.0
48.7,Uddeholmsvägen 210B,11750000.0,"[59.27825507989007, 18.0507295274668]",15000000,28.0,496.0,134.0,"Stureby, Stockholms kommun",111940.0,7.0,Såld 2022-03-30,61.0
49.7,Jomsborgsvägen 9,12300000.0,"[59.3460121, 17.9054623]",14500000,18.0,480.0,130.0,"Bromma - Norra Ängby, Stockholms kommun",111538.0,7.0,Såld 2022-03-29,70.0
0.8,Malmvägen 71,5475000.0,"[59.2805977, 17.9556866]",6000000,10.0,229.0,110.0,"Segeltorp, Huddinge kommun",54545.0,,Såld 2022-03-29,10.0
1.8,Sätthammarvägen 11B,5450000.0,"[59.2803539875, 17.9398378555]",6900000,27.0,10205.0,68.0,"Segeltorp, Huddinge kommun",101471.0,6.0,Såld 2022-03-29,62.0
2.8,Pliggvägen 16,6500000.0,"[59.2870761522, 18.0134696252]",7700000,18.0,620.0,85.0,"Solberga, Stockholms kommun",90588.0,5.0,Såld 2022-03-29,85.0
3.8,Siggedalsvägen 16,11200000.0,"[59.3392575395, 17.9662513733]",11200000,0.0,,127.0,"Ulvsunda, Stockholms kommun",88189.0,5.0,Såld 2022-03-29,0.0
4.8,Gripsholmsvägen 9,8875000.0,"[59.2833549825593, 18.0325774954072]",11500000,30.0,816.0,119.0,"Älvsjö-Örby Slott, Stockholms kommun",96639.0,6.0,Såld 2022-03-29,70.0
5.8,Mosskroken 18,14995000.0,"[59.32965, 17.95879]",14200000,5.0,,155.0,"Stora Mossen, Stockholms kommun",91613.0,5.0,Såld 2022-03-28,0.0
6.8,Medelpadsgatan 5,6490000.0,"[59.35816, 17.8893528]",7700000,19.0,478.0,66.0,"Vällingby - Råcksta, Stockholms kommun",116667.0,5.0,Såld 2022-03-28,66.0
7.8,Viltorpsbacken 81,5500000.0,"[59.37281, 17.8643017]",6200000,13.0,353.0,126.0,"Vällingby - Vinsta, Stockholms kommun",49206.0,5.0,Såld 2022-03-28,4.0
8.8,Norlindsvägen 25,8495000.0,"[59.3553520745678, 17.9147884910278]",8700000,2.0,612.0,65.0,"Bromma Kyrka, Stockholms kommun",133846.0,45.0,Såld 2022-03-28,70.0
9.8,Sångmöstigen 3,29900000.0,"[59.32189, 17.94161]",31100000,4.0,1090.0,240.0,"Bromma Höglandet, Stockholms kommun",129583.0,9.0,Såld 2022-03-27,111.0
10.8,Blackstavägen 3,9950000.0,"[59.2734566, 18.0301266]",12177000,22.0,902.0,165.0,"Älvsjö / Örby, Stockholms kommun",73800.0,6.0,Såld 2022-03-26,7.0
11.8,Täbylundsvägen 10,7250000.0,"[59.3681335, 17.890461]",7485000,3.0,598.0,154.0,"Spånga - Nälsta, Stockholms kommun",48604.0,6.0,Såld 2022-03-25,110.0
12.8,Hjortronvägen 3,7995000.0,"[59.3594213756, 17.9089722611]",8350000,4.0,348.0,112.0,"Eneby, Stockholms kommun",74554.0,5.0,Såld 2022-03-25,41.0
13.8,Vallörtsgränd 15,8500000.0,"[59.38139905416564, 17.840485662201367]",8500000,0.0,771.0,176.0,"Vällingby Kälvesta, Stockholms kommun",48295.0,7.0,Såld 2022-03-25,24.0
14.8,Boxergränd 38,5700000.0,"[59.26279418927065, 18.1127375988058]",7000000,23.0,285.0,139.0,"Sköndal, Stockholms kommun",50360.0,5.0,Såld 2022-03-25,0.0
15.8,Krokanvägen 10,7195000.0,"[59.25426554198781, 18.10192029831197]",7550000,5.0,546.0,90.0,"Sköndal, Stockholms kommun",83889.0,8.0,Såld 2022-03-24,80.0
16.8,Stupvägen 2B,8650000.0,"[59.2266740380685, 18.18965898544003]",9400000,9.0,924.0,172.0,"Fornudden - Persudde, Tyresö kommun",54651.0,5.0,Såld 2022-03-24,0.0
17.8,Näckvägen 4A,7500000.0,"[59.416378, 17.9513187]",9000000,20.0,1005.0,141.0,"Fågelsången, Sollentuna kommun",63830.0,7.0,Såld 2022-03-24,131.0
18.8,Blåvingevägen 1,11750000.0,"[59.27094, 17.9816265]",13730000,17.0,814.0,160.0,"ÄLVSJÖ, Stockholms kommun",85813.0,6.0,Såld 2022-03-24,69.0
19.8,Lammholmsbacken 30,4490000.0,"[59.2695465, 17.8952961]",5150000,15.0,494.0,112.0,"Skärholmen, Stockholms kommun",45982.0,4.0,Såld 2022-03-24,19.0
20.8,Viltorpsbacken 73,6790000.0,"[59.37282908885144, 17.865147157774658]",6790000,0.0,550.0,126.0,"Vinsta, Stockholms kommun",53889.0,6.0,Såld 2022-03-24,83.0
21.8,Knektvägen 4B,6425000.0,"[59.229461853040235, 18.202083799944436]",7550000,18.0,936.0,108.0,"Trollbäcken/Hanviken, Tyresö kommun",69907.0,7.0,Såld 2022-03-24,121.0
22.8,Brättnevägen 8,12000000.0,"[59.2765261726626, 18.0570819583772]",16100000,34.0,982.0,218.0,"Stureby, Stockholms kommun",73853.0,6.0,Såld 2022-03-24,45.0
23.8,Sockenvägen 452,11500000.0,"[59.27890023050712, 18.087382125949812]",12500000,9.0,453.0,118.0,"Gamla Enskede, Stockholms kommun",105932.0,7.0,Såld 2022-03-24,65.0
24.8,Tapetserarvägen 35,10500000.0,"[59.33178, 17.9418964]",11900000,13.0,727.0,76.0,"Bromma - Olovslund, Stockholms kommun",156579.0,5.0,Såld 2022-03-23,60.0
25.8,Chronas väg 21,6495000.0,"[59.277582902233775, 17.947496295021935]",7050000,9.0,897.0,96.0,"Huddinge - Segeltorp, Huddinge kommun",73438.0,7.0,Såld 2022-03-23,49.0
26.8,Patron Bergs väg 12,6300000.0,"[59.27399, 17.9272671]",7150000,13.0,841.0,70.0,"Segeltorp, Huddinge kommun",102143.0,5.0,Såld 2022-03-23,66.0
27.8,Guttormsvägen 8,13900000.0,"[59.329277, 17.9338]",14000000,1.0,656.0,152.0,"Bromma Nockeby, Stockholms kommun",92105.0,6.0,Såld 2022-03-23,58.0
